id,text,cluster,cluster_size
200,"Fire detection: Lat=-30.242, Lon=149.894, Brightness=344.4, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
201,"Fire detection: Lat=-30.242, Lon=149.873, Brightness=337.7, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",4,1714
202,"Fire detection: Lat=-30.240, Lon=149.864, Brightness=333.7, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
203,"Fire detection: Lat=-30.239, Lon=149.889, Brightness=341.4, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",4,1714
204,"Fire detection: Lat=-30.239, Lon=149.868, Brightness=356.7, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",4,1714
205,"Fire detection: Lat=-30.238, Lon=149.872, Brightness=357.1, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",4,1714
206,"Fire detection: Lat=-30.236, Lon=149.868, Brightness=337.4, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",4,1714
207,"Fire detection: Lat=-30.198, Lon=152.472, Brightness=335.6, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
208,"Fire detection: Lat=-30.178, Lon=152.498, Brightness=336.4, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
209,"Fire detection: Lat=-30.174, Lon=152.497, Brightness=326.7, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
210,"Fire detection: Lat=-30.143, Lon=150.199, Brightness=335.8, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
211,"Fire detection: Lat=-30.141, Lon=150.211, Brightness=344.3, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
212,"Fire detection: Lat=-30.140, Lon=150.215, Brightness=330.8, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
213,"Fire detection: Lat=-30.139, Lon=150.202, Brightness=348.8, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
214,"Fire detection: Lat=-30.137, Lon=150.211, Brightness=367.0, Confidence=80.0%, Date=2025-09-04 351, Satellite=N",1,3468
215,"Fire detection: Lat=-30.137, Lon=150.215, Brightness=337.8, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",4,1714
216,"Fire detection: Lat=-30.135, Lon=150.206, Brightness=330.6, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
217,"Fire detection: Lat=-30.117, Lon=150.232, Brightness=345.2, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
218,"Fire detection: Lat=-30.099, Lon=153.012, Brightness=332.3, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
219,"Fire detection: Lat=-30.007, Lon=152.986, Brightness=338.2, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
220,"Fire detection: Lat=-29.991, Lon=151.782, Brightness=330.2, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
221,"Fire detection: Lat=-29.988, Lon=150.480, Brightness=335.9, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
222,"Fire detection: Lat=-29.988, Lon=150.484, Brightness=331.4, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
223,"Fire detection: Lat=-29.905, Lon=151.022, Brightness=347.3, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
224,"Fire detection: Lat=-29.900, Lon=151.025, Brightness=331.8, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
225,"Fire detection: Lat=-29.832, Lon=150.511, Brightness=347.2, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
226,"Fire detection: Lat=-29.829, Lon=150.510, Brightness=329.5, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
227,"Fire detection: Lat=-29.809, Lon=152.564, Brightness=330.4, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
228,"Fire detection: Lat=-29.808, Lon=152.569, Brightness=337.6, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
229,"Fire detection: Lat=-29.808, Lon=152.549, Brightness=332.4, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
230,"Fire detection: Lat=-29.805, Lon=152.568, Brightness=338.0, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
231,"Fire detection: Lat=-29.801, Lon=152.567, Brightness=336.2, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",4,1714
232,"Fire detection: Lat=-29.762, Lon=152.863, Brightness=327.5, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
233,"Fire detection: Lat=-29.741, Lon=152.764, Brightness=339.0, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
234,"Fire detection: Lat=-29.741, Lon=152.769, Brightness=332.0, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
235,"Fire detection: Lat=-29.738, Lon=152.763, Brightness=334.3, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
236,"Fire detection: Lat=-29.737, Lon=152.768, Brightness=347.2, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
237,"Fire detection: Lat=-29.736, Lon=152.765, Brightness=347.8, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
238,"Fire detection: Lat=-29.735, Lon=152.770, Brightness=331.5, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
239,"Fire detection: Lat=-29.733, Lon=152.767, Brightness=349.1, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
240,"Fire detection: Lat=-29.731, Lon=152.769, Brightness=336.0, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
241,"Fire detection: Lat=-29.726, Lon=152.786, Brightness=332.8, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
242,"Fire detection: Lat=-29.725, Lon=152.791, Brightness=328.0, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
243,"Fire detection: Lat=-29.724, Lon=152.788, Brightness=346.1, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
244,"Fire detection: Lat=-29.658, Lon=148.300, Brightness=341.2, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
245,"Fire detection: Lat=-29.617, Lon=152.240, Brightness=326.8, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
246,"Fire detection: Lat=-29.610, Lon=152.279, Brightness=331.3, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",4,1714
247,"Fire detection: Lat=-29.605, Lon=152.283, Brightness=327.5, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
248,"Fire detection: Lat=-29.605, Lon=152.285, Brightness=334.8, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
249,"Fire detection: Lat=-29.529, Lon=152.943, Brightness=334.2, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",4,1714
250,"Fire detection: Lat=-29.524, Lon=152.926, Brightness=337.4, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",4,1714
251,"Fire detection: Lat=-29.510, Lon=152.939, Brightness=331.9, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
252,"Fire detection: Lat=-29.451, Lon=152.412, Brightness=333.2, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",4,1714
253,"Fire detection: Lat=-29.382, Lon=152.707, Brightness=367.0, Confidence=80.0%, Date=2025-09-04 351, Satellite=N",1,3468
254,"Fire detection: Lat=-29.381, Lon=152.712, Brightness=347.7, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
255,"Fire detection: Lat=-29.378, Lon=152.706, Brightness=345.0, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
256,"Fire detection: Lat=-29.374, Lon=152.706, Brightness=328.7, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
257,"Fire detection: Lat=-29.348, Lon=152.725, Brightness=328.8, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
258,"Fire detection: Lat=-29.344, Lon=152.724, Brightness=332.1, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
259,"Fire detection: Lat=-29.343, Lon=152.771, Brightness=329.2, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
260,"Fire detection: Lat=-29.339, Lon=152.770, Brightness=329.5, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
261,"Fire detection: Lat=-29.330, Lon=152.758, Brightness=334.9, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",4,1714
262,"Fire detection: Lat=-29.326, Lon=152.757, Brightness=344.1, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
263,"Fire detection: Lat=-29.050, Lon=153.402, Brightness=341.8, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",4,1714
264,"Fire detection: Lat=-29.046, Lon=153.401, Brightness=350.7, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
265,"Fire detection: Lat=-29.024, Lon=150.777, Brightness=331.3, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
266,"Fire detection: Lat=-29.023, Lon=150.781, Brightness=334.3, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",4,1714
267,"Fire detection: Lat=-29.013, Lon=150.779, Brightness=335.3, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
268,"Fire detection: Lat=-29.010, Lon=150.774, Brightness=335.1, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
269,"Fire detection: Lat=-29.009, Lon=150.778, Brightness=335.2, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
270,"Fire detection: Lat=-28.869, Lon=152.637, Brightness=327.9, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
271,"Fire detection: Lat=-28.828, Lon=152.901, Brightness=330.6, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
272,"Fire detection: Lat=-28.824, Lon=152.903, Brightness=333.7, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
273,"Fire detection: Lat=-28.692, Lon=152.609, Brightness=327.6, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
274,"Fire detection: Lat=-28.662, Lon=153.129, Brightness=344.1, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",1,3468
275,"Fire detection: Lat=-28.585, Lon=152.622, Brightness=327.6, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
276,"Fire detection: Lat=-28.584, Lon=152.627, Brightness=331.7, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
277,"Fire detection: Lat=-28.486, Lon=152.120, Brightness=328.3, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",0,2435
278,"Fire detection: Lat=-28.322, Lon=152.741, Brightness=336.7, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",4,1714
279,"Fire detection: Lat=-28.322, Lon=152.738, Brightness=334.8, Confidence=60.0%, Date=2025-09-04 351, Satellite=N",4,1714
280,"Fire detection: Lat=-28.312, Lon=150.747, Brightness=335.2, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
281,"Fire detection: Lat=-28.169, Lon=150.717, Brightness=337.6, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
282,"Fire detection: Lat=-28.063, Lon=151.283, Brightness=334.1, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",4,1714
283,"Fire detection: Lat=-28.062, Lon=151.288, Brightness=330.4, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
284,"Fire detection: Lat=-28.035, Lon=152.863, Brightness=332.9, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
285,"Fire detection: Lat=-27.979, Lon=152.927, Brightness=337.5, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
286,"Fire detection: Lat=-27.917, Lon=152.910, Brightness=340.1, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
287,"Fire detection: Lat=-27.916, Lon=152.915, Brightness=336.4, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
288,"Fire detection: Lat=-27.912, Lon=152.914, Brightness=345.1, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
289,"Fire detection: Lat=-27.719, Lon=151.189, Brightness=335.1, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
290,"Fire detection: Lat=-27.678, Lon=150.771, Brightness=332.5, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
291,"Fire detection: Lat=-27.674, Lon=151.170, Brightness=348.2, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
292,"Fire detection: Lat=-27.673, Lon=151.174, Brightness=338.5, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
293,"Fire detection: Lat=-27.671, Lon=151.169, Brightness=336.6, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
294,"Fire detection: Lat=-27.664, Lon=150.917, Brightness=356.1, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
295,"Fire detection: Lat=-27.663, Lon=150.921, Brightness=340.3, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
296,"Fire detection: Lat=-27.661, Lon=150.916, Brightness=330.9, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
297,"Fire detection: Lat=-27.653, Lon=152.127, Brightness=334.1, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
298,"Fire detection: Lat=-27.251, Lon=152.703, Brightness=345.8, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
299,"Fire detection: Lat=-27.171, Lon=150.859, Brightness=355.7, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
300,"Fire detection: Lat=-27.042, Lon=152.844, Brightness=333.5, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
301,"Fire detection: Lat=-27.041, Lon=152.850, Brightness=337.8, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
302,"Fire detection: Lat=-26.941, Lon=150.158, Brightness=334.7, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
303,"Fire detection: Lat=-26.933, Lon=152.393, Brightness=337.5, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
304,"Fire detection: Lat=-26.800, Lon=152.333, Brightness=334.6, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
305,"Fire detection: Lat=-26.563, Lon=152.122, Brightness=331.9, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
306,"Fire detection: Lat=-26.363, Lon=152.153, Brightness=328.8, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
307,"Fire detection: Lat=-26.362, Lon=151.300, Brightness=339.5, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
308,"Fire detection: Lat=-26.362, Lon=152.161, Brightness=328.6, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
309,"Fire detection: Lat=-26.360, Lon=152.147, Brightness=330.6, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
310,"Fire detection: Lat=-26.311, Lon=152.447, Brightness=337.3, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
311,"Fire detection: Lat=-26.253, Lon=149.357, Brightness=345.4, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",4,1714
312,"Fire detection: Lat=-26.250, Lon=149.352, Brightness=332.6, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
313,"Fire detection: Lat=-26.249, Lon=149.356, Brightness=351.4, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
314,"Fire detection: Lat=-26.247, Lon=149.373, Brightness=342.4, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
315,"Fire detection: Lat=-26.196, Lon=150.406, Brightness=345.9, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
316,"Fire detection: Lat=-26.188, Lon=150.409, Brightness=337.8, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
317,"Fire detection: Lat=-26.186, Lon=150.378, Brightness=343.1, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
318,"Fire detection: Lat=-26.186, Lon=150.400, Brightness=343.2, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
319,"Fire detection: Lat=-26.185, Lon=150.382, Brightness=346.3, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
320,"Fire detection: Lat=-26.185, Lon=150.404, Brightness=343.1, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
321,"Fire detection: Lat=-26.185, Lon=150.386, Brightness=333.1, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
322,"Fire detection: Lat=-26.179, Lon=150.354, Brightness=337.8, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
323,"Fire detection: Lat=-26.179, Lon=150.336, Brightness=346.1, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
324,"Fire detection: Lat=-26.175, Lon=150.335, Brightness=331.0, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
325,"Fire detection: Lat=-26.007, Lon=151.170, Brightness=340.9, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
326,"Fire detection: Lat=-26.003, Lon=151.170, Brightness=346.8, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
327,"Fire detection: Lat=-25.997, Lon=151.165, Brightness=337.6, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
328,"Fire detection: Lat=-25.997, Lon=151.163, Brightness=337.0, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
329,"Fire detection: Lat=-25.956, Lon=151.033, Brightness=335.4, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
330,"Fire detection: Lat=-25.897, Lon=150.293, Brightness=341.2, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
331,"Fire detection: Lat=-25.896, Lon=150.297, Brightness=345.7, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
332,"Fire detection: Lat=-25.892, Lon=150.301, Brightness=353.6, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
333,"Fire detection: Lat=-25.889, Lon=150.300, Brightness=333.5, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
334,"Fire detection: Lat=-25.888, Lon=150.304, Brightness=367.0, Confidence=80.0%, Date=2025-09-04 353, Satellite=N",0,2435
335,"Fire detection: Lat=-25.850, Lon=151.207, Brightness=336.8, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
336,"Fire detection: Lat=-25.846, Lon=151.210, Brightness=333.9, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
337,"Fire detection: Lat=-25.842, Lon=151.645, Brightness=350.2, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
338,"Fire detection: Lat=-25.797, Lon=151.380, Brightness=330.5, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
339,"Fire detection: Lat=-25.777, Lon=150.820, Brightness=342.0, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
340,"Fire detection: Lat=-25.773, Lon=150.819, Brightness=334.1, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
341,"Fire detection: Lat=-25.764, Lon=152.264, Brightness=330.6, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
342,"Fire detection: Lat=-25.763, Lon=152.247, Brightness=335.6, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
343,"Fire detection: Lat=-25.760, Lon=152.263, Brightness=353.5, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
344,"Fire detection: Lat=-25.759, Lon=152.268, Brightness=332.8, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
345,"Fire detection: Lat=-25.755, Lon=148.628, Brightness=346.8, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
346,"Fire detection: Lat=-25.755, Lon=148.632, Brightness=338.7, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
347,"Fire detection: Lat=-25.753, Lon=148.623, Brightness=333.6, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
348,"Fire detection: Lat=-25.752, Lon=148.627, Brightness=340.1, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
349,"Fire detection: Lat=-25.751, Lon=152.272, Brightness=346.2, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
350,"Fire detection: Lat=-25.745, Lon=152.259, Brightness=336.4, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
351,"Fire detection: Lat=-25.744, Lon=152.265, Brightness=336.8, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
352,"Fire detection: Lat=-25.695, Lon=148.745, Brightness=336.6, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
353,"Fire detection: Lat=-25.693, Lon=148.736, Brightness=338.7, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
354,"Fire detection: Lat=-25.692, Lon=148.740, Brightness=347.8, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
355,"Fire detection: Lat=-25.692, Lon=148.744, Brightness=338.6, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
356,"Fire detection: Lat=-25.690, Lon=148.732, Brightness=331.8, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
357,"Fire detection: Lat=-25.689, Lon=148.740, Brightness=350.7, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",1,3468
358,"Fire detection: Lat=-25.688, Lon=148.743, Brightness=330.4, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
359,"Fire detection: Lat=-25.610, Lon=152.462, Brightness=345.3, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
360,"Fire detection: Lat=-25.608, Lon=150.602, Brightness=343.0, Confidence=60.0%, Date=2025-09-04 353, Satellite=N",0,2435
